File Name,Assert Count,Assert Location,Debug Count,Debug Location
lib\DebugInfo\CodeView\StringsAndChecksums.cpp,3,"[34, 35, 73]",0,[0]
lib\DebugInfo\DWARF\DWARFExpression.cpp,3,"[163, 173, 246]",0,[0]
lib\DebugInfo\GSYM\GsymCreator.cpp,3,"[118, 119, 120]",0,[0]
lib\DebugInfo\MSF\MappedBlockStream.cpp,3,"[62, 298, 330]",0,[0]
lib\DebugInfo\MSF\MSFBuilder.cpp,3,"[134, 243, 335]",0,[0]
lib\ExecutionEngine\JITLink\JITLinkMemoryManager.cpp,3,"[29, 34, 51]",0,[0]
lib\ExecutionEngine\JITLink\MachOLinkGraphBuilder.cpp,3,"[55, 181, 289]",12,"[103, 133, 202, 244, 296, 363, 369, 383, 393, 422, 455, 482]"
lib\ExecutionEngine\JITLink\MachOLinkGraphBuilder.h,3,"[110, 170, 231]",0,[0]
lib\ExecutionEngine\Orc\Layer.cpp,3,"[30, 66, 68]",3,"[60, 96, 99]"
lib\ExecutionEngine\Orc\LazyReexports.cpp,3,"[147, 193, 202]",0,[0]
lib\ExecutionEngine\Orc\LLJIT.cpp,3,"[42, 52, 177]",0,[0]
lib\ExecutionEngine\RuntimeDyld\RuntimeDyldImpl.h,3,"[91, 102, 110]",0,[0]
lib\ExecutionEngine\RuntimeDyld\RuntimeDyldMachO.cpp,3,"[75, 184, 195]",3,"[198, 212, 280]"
lib\ExecutionEngine\RuntimeDyld\Targets\RuntimeDyldMachOI386.h,3,"[117, 169, 183]",2,"[99, 197]"
lib\IR\Module.cpp,3,"[355, 357, 388]",0,[0]
lib\IR\PassTimingInfo.cpp,3,"[180, 223, 225]",4,"[245, 246, 258, 259]"
lib\LineEditor\LineEditor.cpp,3,"[37, 209, 212]",0,[0]
lib\MC\MCContext.cpp,3,"[133, 206, 638]",0,[0]
lib\MC\MCSectionMachO.cpp,3,"[88, 116, 159]",0,[0]
lib\MC\MCSymbol.cpp,3,"[49, 50, 51]",0,[0]
lib\MC\MCSymbolELF.cpp,3,"[150, 163, 165]",0,[0]
lib\Object\Archive.cpp,3,"[120, 340, 420]",0,[0]
lib\Object\ArchiveWriter.cpp,3,"[83, 120, 555]",0,[0]
lib\ObjectYAML\CodeViewYAMLTypes.cpp,3,"[784, 804, 815]",0,[0]
lib\ObjectYAML\MinidumpEmitter.cpp,3,"[95, 111, 199]",0,[0]
lib\ProfileData\ProfileSummaryBuilder.cpp,3,"[73, 80, 88]",0,[0]
lib\ProfileData\SampleProfReader.cpp,3,"[555, 804, 1224]",0,[0]
lib\Support\BinaryStreamReader.cpp,3,"[89, 163, 170]",0,[0]
lib\Support\CrashRecoveryContext.cpp,3,"[62, 349, 366]",0,[0]
lib\Support\ErrorHandling.cpp,3,"[68, 133, 194]",0,[0]
lib\Support\FormatVariadic.cpp,3,"[69, 76, 115]",0,[0]
lib\Support\IntEqClasses.cpp,3,"[25, 32, 53]",0,[0]
lib\Support\KnownBits.cpp,3,"[21, 37, 49]",0,[0]
lib\Support\LineIterator.cpp,3,"[43, 51, 54]",0,[0]
lib\Support\MemoryBuffer.cpp,3,"[47, 343, 491]",0,[0]
lib\Support\StringMap.cpp,3,"[53, 180, 193]",0,[0]
lib\Support\YAMLTraits.cpp,3,"[90, 328, 353]",0,[0]
lib\Support\Unix\Program.inc,3,"[70, 212, 338]",0,[0]
lib\Support\Unix\ThreadLocal.inc,3,"[33, 40, 47]",0,[0]
lib\Support\Windows\Program.inc,3,"[38, 394, 395]",0,[0]
lib\TableGen\TGLexer.h,3,"[109, 115, 119]",0,[0]
lib\Target\AArch64\AArch64ExpandImm.cpp,3,"[24, 220, 345]",0,[0]
lib\Target\AArch64\AArch64LegalizerInfo.cpp,3,"[662, 676, 686]",1,[702]
lib\Target\AArch64\MCTargetDesc\AArch64WinCOFFStreamer.cpp,3,"[98, 120, 145]",0,[0]
lib\Target\AMDGPU\AMDGPUArgumentUsageInfo.h,3,"[72, 77, 181]",0,[0]
lib\Target\AMDGPU\AMDGPULibFunc.cpp,3,"[90, 97, 1035]",0,[0]
lib\Target\AMDGPU\AMDGPUMCInstLower.cpp,3,"[110, 122, 335]",0,[0]
lib\Target\AMDGPU\R600MachineScheduler.cpp,3,"[28, 53, 347]",7,"[81, 127, 144, 173, 190, 194, 346]"
lib\Target\AMDGPU\R600OptimizeVectorRegisters.cpp,3,"[60, 76, 224]",9,"[203, 226, 232, 234, 237, 239, 370, 377, 385]"
lib\Target\AMDGPU\R600Packetizer.cpp,3,"[231, 335, 336]",3,"[239, 252, 269]"
lib\Target\AMDGPU\SIFixSGPRCopies.cpp,3,"[243, 292, 465]",12,"[300, 309, 496, 506, 524, 625, 670, 682, 740, 805, 834, 838]"
lib\Target\AMDGPU\MCTargetDesc\SIMCCodeEmitter.cpp,3,"[228, 299, 477]",0,[0]
lib\Target\ARC\ARCFrameLowering.cpp,3,"[64, 81, 483]",22,"[61, 92, 118, 136, 148, 157, 173, 180, 186, 242, 323, 358, 366, 390, 394, 406, 423, 438, 441, 447, 472, 475]"
lib\Target\ARM\ARMCallingConv.cpp,3,"[77, 97, 181]",0,[0]
lib\Target\ARM\ARMParallelDSP.cpp,3,"[652, 734, 742]",22,"[143, 184, 186, 188, 191, 275, 281, 287, 292, 293, 317, 425, 428, 537, 575, 579, 580, 586, 587, 588, 677, 795]"
lib\Target\ARM\ARMTargetTransformInfo.cpp,3,"[66, 151, 761]",2,"[1019, 1057]"
lib\Target\ARM\Thumb1InstrInfo.cpp,3,"[46, 82, 110]",2,"[89, 118]"
lib\Target\ARM\MCTargetDesc\ARMUnwindOpAsm.cpp,3,"[45, 52, 173]",0,[0]
lib\Target\AVR\MCTargetDesc\AVRAsmBackend.cpp,3,"[378, 450, 460]",0,[0]
lib\Target\BPF\BTFDebug.h,3,"[330, 339, 340]",0,[0]
lib\Target\BPF\MCTargetDesc\BPFInstPrinter.cpp,3,"[45, 52, 70]",0,[0]
lib\Target\Hexagon\HexagonBlockRanges.h,3,"[175, 197, 198]",0,[0]
lib\Target\Hexagon\HexagonPatternsHVX.td,3,"[56, 63, 70]",0,[0]
lib\Target\Hexagon\HexagonTargetTransformInfo.cpp,3,"[47, 65, 156]",0,[0]
lib\Target\Hexagon\RDFRegisters.h,3,"[41, 56, 207]",0,[0]
lib\Target\Hexagon\MCTargetDesc\HexagonMCELFStreamer.cpp,3,"[63, 64, 65]",0,[0]
lib\Target\Lanai\LanaiDelaySlotFiller.cpp,3,"[108, 114, 200]",0,[0]
lib\Target\Lanai\LanaiMemAluCombiner.cpp,3,"[247, 254, 255]",1,[259]
lib\Target\Lanai\LanaiRegisterInfo.cpp,3,"[172, 176, 215]",1,[146]
lib\Target\Mips\Mips16InstrInfo.cpp,3,"[88, 122, 141]",4,"[117, 135, 247, 455]"
lib\Target\Mips\Mips16ISelLowering.cpp,3,"[250, 374, 377]",11,"[516, 579, 645, 714, 717, 739, 740, 764, 767, 784, 785]"
lib\Target\MSP430\MSP430FrameLowering.cpp,3,"[42, 252, 296]",9,"[49, 86, 115, 148, 188, 214, 248, 256, 276]"
lib\Target\MSP430\MCTargetDesc\MSP430InstPrinter.cpp,3,"[46, 53, 60]",0,[0]
lib\Target\NVPTX\NVPTXAsmPrinter.h,3,"[110, 111, 124]",0,[0]
lib\Target\NVPTX\NVPTXISelDAGToDAG.cpp,3,"[742, 1274, 1900]",0,[0]
lib\Target\PowerPC\PPCTargetMachine.cpp,3,"[207, 258, 263]",0,[0]
lib\Target\Sparc\SparcFrameLowering.cpp,3,"[89, 227, 369]",1,[226]
lib\Target\Sparc\MCTargetDesc\SparcMCCodeEmitter.cpp,3,"[133, 163, 166]",0,[0]
lib\Target\SystemZ\SystemZAsmPrinter.cpp,3,"[576, 647, 649]",0,[0]
lib\Target\SystemZ\SystemZMachineScheduler.cpp,3,"[54, 79, 196]",13,"[75, 81, 88, 100, 104, 110, 121, 167, 173, 184, 186, 187, 242]"
lib\Target\SystemZ\MCTargetDesc\SystemZInstPrinter.cpp,3,"[68, 75, 231]",0,[0]
lib\Target\WebAssembly\WebAssemblyInstrInfo.cpp,3,"[159, 182, 209]",0,[0]
lib\Target\WebAssembly\WebAssemblyRuntimeLibcallSignatures.cpp,3,"[502, 522, 523]",0,[0]
lib\Target\WebAssembly\MCTargetDesc\WebAssemblyAsmBackend.cpp,3,"[88, 108, 118]",0,[0]
lib\Target\WebAssembly\MCTargetDesc\WebAssemblyTargetStreamer.cpp,3,"[64, 71, 79]",0,[0]
lib\Target\WebAssembly\MCTargetDesc\WebAssemblyWasmObjectWriter.cpp,3,"[68, 77, 80]",0,[0]
lib\Target\X86\X86AvoidStoreForwardingBlocks.cpp,3,"[494, 553, 555]",10,"[397, 408, 418, 432, 682, 719, 720, 721, 722, 734]"
lib\Target\X86\X86CallFrameOptimization.cpp,3,"[363, 437, 445]",1,[502]
lib\Target\X86\X86CallLowering.cpp,3,"[64, 190, 204]",0,[0]
lib\Target\X86\X86DiscriminateMemOps.cpp,3,"[100, 163, 169]",3,"[110, 133, 153]"
lib\Target\X86\MCTargetDesc\X86ATTInstPrinter.cpp,3,"[378, 401, 462]",0,[0]
lib\Target\X86\MCTargetDesc\X86IntelInstPrinter.cpp,3,"[338, 372, 421]",0,[0]
lib\Target\XCore\XCoreInstrInfo.td,3,"[96, 102, 123]",0,[0]
lib\Target\XCore\XCoreRegisterInfo.cpp,3,"[96, 164, 299]",11,"[66, 99, 133, 167, 276, 277, 278, 279, 280, 281, 300]"
lib\Target\XCore\MCTargetDesc\XCoreInstPrinter.cpp,3,"[57, 63, 87]",0,[0]
lib\Transforms\Coroutines\CoroElide.cpp,3,"[58, 230, 268]",0,[0]
lib\Transforms\Coroutines\Coroutines.cpp,3,"[112, 156, 242]",0,[0]
lib\Transforms\InstCombine\InstCombineInternal.h,3,"[286, 641, 707]",3,"[651, 673, 706]"
lib\Transforms\Instrumentation\SanitizerCoverage.cpp,3,"[335, 670, 729]",1,[861]
lib\Transforms\Instrumentation\ThreadSanitizer.cpp,3,"[496, 724, 733]",1,[536]
lib\Transforms\Scalar\LoopLoadElimination.cpp,3,"[104, 207, 234]",11,"[293, 405, 407, 452, 492, 511, 527, 533, 539, 549, 556]"
lib\Transforms\Scalar\StructurizeCFG.cpp,3,"[542, 637, 902]",3,"[519, 958, 1013]"
lib\Transforms\Utils\FlattenCFG.cpp,3,"[174, 486, 487]",2,"[314, 481]"
lib\Transforms\Utils\ImportedFunctionsInliningStatistics.cpp,3,"[54, 107, 176]",0,[0]
lib\Transforms\Utils\LowerMemIntrinsics.cpp,3,"[108, 131, 168]",0,[0]
lib\Transforms\Utils\SimplifyLibCalls.cpp,3,"[1389, 2080, 2815]",0,[0]
lib\Transforms\Utils\SSAUpdaterBulk.cpp,3,"[52, 62, 181]",5,"[42, 53, 63, 137, 185]"
lib\XRay\FDRRecordProducer.cpp,3,"[131, 132, 193]",0,[0]
tools\bugpoint\Miscompilation.cpp,3,"[403, 434, 599]",0,[0]
tools\dsymutil\CompileUnit.h,3,"[36, 38, 43]",0,[0]
tools\dsymutil\DeclContext.cpp,3,"[146, 189, 198]",0,[0]
tools\llc\llc.cpp,3,"[462, 470, 582]",0,[0]
tools\llvm-config\llvm-config.cpp,3,"[94, 252, 451]",0,[0]
tools\llvm-dwp\DWPStringPool.h,3,"[20, 21, 42]",0,[0]
tools\llvm-exegesis\lib\Latency.cpp,3,"[89, 113, 175]",0,[0]
tools\llvm-lto\llvm-lto.cpp,3,"[401, 421, 433]",0,[0]
tools\llvm-mc\llvm-mc.cpp,3,"[352, 355, 474]",0,[0]
tools\llvm-mca\Views\BottleneckAnalysis.h,3,"[147, 153, 159]",0,[0]
tools\llvm-objcopy\MachO\MachOLayoutBuilder.cpp,3,"[61, 64, 134]",0,[0]
tools\llvm-objdump\llvm-objdump.cpp,3,"[423, 890, 932]",0,[0]
tools\llvm-objdump\MachODump.cpp,3,"[7664, 7969, 7992]",0,[0]
tools\llvm-pdbutil\BytesOutputStyle.cpp,3,"[294, 295, 440]",0,[0]
tools\llvm-pdbutil\LinePrinter.cpp,3,"[145, 227, 253]",0,[0]
tools\llvm-pdbutil\PrettyTypeDumper.cpp,3,"[276, 292, 349]",0,[0]
tools\llvm-pdbutil\PrettyVariableDumper.cpp,3,"[114, 122, 201]",0,[0]
tools\llvm-readobj\XCOFFDumper.cpp,3,"[216, 242, 297]",0,[0]
tools\llvm-stress\llvm-stress.cpp,3,"[145, 205, 577]",0,[0]
tools\llvm-xray\xray-graph.cpp,3,"[230, 283, 286]",0,[0]
tools\llvm-xray\xray-registry.cpp,3,"[26, 28, 34]",0,[0]
utils\collect_and_build_with_pgo.py,3,"[98, 103, 273]",0,[0]
utils\benchmark\tools\gbench\report.py,3,"[39, 148, 183]",0,[0]
utils\benchmark\tools\gbench\util.py,3,"[93, 105, 159]",0,[0]
utils\gn\build\write_cmake_config.gni,3,"[26, 27, 28]",0,[0]
utils\gn\secondary\llvm\lib\Target\targets.gni,3,"[37, 77, 92]",0,[0]
utils\release\test-release.sh,3,"[355, 359, 363]",0,[0]
utils\TableGen\CodeGenHwModes.cpp,3,"[74, 83, 89]",0,[0]
utils\TableGen\CodeGenInstruction.cpp,3,"[164, 451, 499]",0,[0]
utils\TableGen\DAGISelMatcher.h,3,"[915, 1011, 1017]",0,[0]
utils\TableGen\DAGISelMatcherOpt.cpp,3,"[397, 413, 445]",1,[299]
utils\TableGen\WebAssemblyDisassemblerEmitter.cpp,3,"[42, 105, 115]",0,[0]
utils\TableGen\X86DisassemblerTables.cpp,3,"[573, 574, 758]",0,[0]
utils\TableGen\X86FoldTablesEmitter.cpp,3,"[193, 304, 411]",0,[0]
bindings\ocaml\llvm\llvm_ocaml.c,2,"[1537, 2353]",0,[0]
bindings\python\llvm\common.py,2,"[33, 54]",0,[0]
examples\Kaleidoscope\BuildingAJIT\Chapter5\RemoteJITUtils.h,2,"[34, 52]",0,[0]
examples\Kaleidoscope\Chapter8\toy.cpp,2,"[275, 813]",0,[0]
examples\Kaleidoscope\Chapter9\toy.cpp,2,"[377, 972]",0,[0]
examples\Kaleidoscope\MCJIT\cached\toy-jit.cpp,2,"[228, 709]",0,[0]
examples\Kaleidoscope\MCJIT\lazy\toy-jit.cpp,2,"[213, 691]",0,[0]
include\llvm\PassInfo.h,2,"[97, 99]",0,[0]
include\llvm\ADT\Any.h,2,"[143, 151]",0,[0]
include\llvm\ADT\BitmaskEnum.h,2,"[92, 93]",0,[0]
include\llvm\ADT\IndexedMap.h,2,"[46, 51]",0,[0]
include\llvm\ADT\IntrusiveRefCntPtr.h,2,"[80, 98]",0,[0]
include\llvm\ADT\PackedVector.h,2,"[38, 61]",0,[0]
include\llvm\ADT\SparseBitVector.h,2,"[83, 154]",0,[0]
include\llvm\ADT\StringExtras.h,2,"[163, 181]",0,[0]
include\llvm\ADT\Triple.h,2,"[440, 664]",0,[0]
include\llvm\Analysis\IteratedDominanceFrontier.h,2,"[28, 51]",0,[0]
include\llvm\Analysis\MemoryDependenceAnalysis.h,2,"[132, 136]",0,[0]
include\llvm\Analysis\RegionInfo.h,2,"[1001, 1009]",0,[0]
include\llvm\Analysis\TargetLibraryInfo.h,2,"[132, 299]",0,[0]
include\llvm\BinaryFormat\COFF.h,2,"[495, 507]",0,[0]
include\llvm\Bitstream\BitCodes.h,2,"[121, 157]",0,[0]
include\llvm\Bitstream\BitstreamReader.h,2,"[133, 192]",0,[0]
include\llvm\CodeGen\AccelTable.h,2,"[208, 212]",0,[0]
include\llvm\CodeGen\FunctionLoweringInfo.h,2,"[213, 214]",0,[0]
include\llvm\CodeGen\LatencyPriorityQueue.h,2,"[69, 74]",0,[0]
include\llvm\CodeGen\LiveIntervals.h,2,"[132, 261]",0,[0]
include\llvm\CodeGen\LiveIntervalUnion.h,2,"[185, 190]",0,[0]
include\llvm\CodeGen\LivePhysRegs.h,2,"[80, 90]",0,[0]
include\llvm\CodeGen\LiveVariables.h,2,"[224, 259]",0,[0]
include\llvm\CodeGen\MachineRegionInfo.h,2,"[114, 123]",0,[0]
include\llvm\CodeGen\ResourcePriorityQueue.h,2,"[94, 99]",0,[0]
include\llvm\CodeGen\TargetPassConfig.h,2,"[68, 73]",0,[0]
include\llvm\CodeGen\GlobalISel\CallLowering.h,2,"[64, 268]",0,[0]
include\llvm\CodeGen\GlobalISel\RegisterBankInfo.h,2,"[203, 431]",0,[0]
include\llvm\DebugInfo\DIContext.h,2,"[88, 93]",0,[0]
include\llvm\DebugInfo\CodeView\SymbolDeserializer.h,2,"[64, 69]",0,[0]
include\llvm\DebugInfo\GSYM\LineTable.h,2,"[162, 166]",0,[0]
include\llvm\DebugInfo\MSF\MSFCommon.h,2,"[55, 134]",0,[0]
include\llvm\ExecutionEngine\Orc\OrcRemoteTargetServer.h,2,"[129, 153]",20,"[163, 165, 182, 186, 188, 199, 201, 211, 221, 228, 241, 257, 329, 341, 356, 369, 387, 405, 419, 425]"
include\llvm\IR\BasicBlock.h,2,"[317, 439]",0,[0]
include\llvm\IR\Constants.h,2,"[656, 663]",0,[0]
include\llvm\IR\Function.h,2,"[218, 719]",0,[0]
include\llvm\IR\LegacyPassManagers.h,2,"[389, 512]",0,[0]
include\llvm\IR\OperandTraits.h,2,"[139, 145]",0,[0]
include\llvm\IR\PatternMatch.h,2,"[234, 293]",0,[0]
include\llvm\MC\MCCodeView.h,2,"[79, 131]",0,[0]
include\llvm\MC\MCFixup.h,2,"[95, 158]",0,[0]
include\llvm\MC\MCInstrDesc.h,2,"[107, 117]",0,[0]
include\llvm\MC\MCInstrInfo.h,2,"[45, 51]",0,[0]
include\llvm\MC\MCSectionWasm.h,2,"[83, 87]",0,[0]
include\llvm\MC\MCSymbolMachO.h,2,"[106, 120]",0,[0]
include\llvm\MC\MCSymbolWasm.h,2,"[96, 102]",0,[0]
include\llvm\MC\SubtargetFeature.h,2,"[209, 223]",0,[0]
include\llvm\MC\MCParser\MCAsmLexer.h,2,"[74, 111]",0,[0]
include\llvm\MCA\Support.h,2,"[59, 100]",0,[0]
include\llvm\MCA\Stages\Stage.h,2,"[58, 71]",0,[0]
include\llvm\Object\Minidump.h,2,"[112, 120]",0,[0]
include\llvm\ObjectYAML\CodeViewYAMLTypeHashing.h,2,"[34, 37]",0,[0]
include\llvm\ProfileData\GCOV.h,2,"[337, 342]",0,[0]
include\llvm\ProfileData\SampleProf.h,2,"[520, 535]",0,[0]
include\llvm\Support\ArrayRecycler.h,2,"[57, 98]",0,[0]
include\llvm\Support\Automaton.h,2,"[213, 245]",0,[0]
include\llvm\Support\BinaryItemStream.h,2,"[80, 94]",0,[0]
include\llvm\Support\BinaryStreamRef.h,2,"[100, 106]",0,[0]
include\llvm\Support\Chrono.h,2,"[149, 163]",0,[0]
include\llvm\Support\Endian.h,2,"[120, 155]",0,[0]
include\llvm\Support\FileSystem.h,2,"[1408, 1409]",0,[0]
include\llvm\Support\MachineValueType.h,2,"[398, 1093]",0,[0]
include\llvm\Support\Timer.h,2,"[95, 98]",0,[0]
include\llvm\Transforms\InstCombine\InstCombineWorklist.h,2,"[56, 98]",2,"[42, 59]"
include\llvm\Transforms\Utils\BypassSlowDivision.h,2,"[32, 33]",0,[0]
lib\Analysis\CodeMetrics.cpp,2,"[54, 104]",1,[62]
lib\Analysis\PostDominators.cpp,2,"[54, 56]",0,[0]
lib\Analysis\ProfileSummaryInfo.cpp,2,"[108, 253]",0,[0]
lib\Analysis\TypeMetadataUtils.cpp,2,"[77, 102]",0,[0]
lib\Analysis\VFABIDemangling.cpp,2,"[388, 390]",0,[0]
lib\AsmParser\LLLexer.cpp,2,"[79, 99]",0,[0]
lib\AsmParser\LLParser.h,2,"[74, 80]",0,[0]
lib\CodeGen\FuncletLayout.cpp,2,"[54, 55]",0,[0]
lib\CodeGen\GCRootLowering.cpp,2,"[107, 291]",2,"[270, 271]"
lib\CodeGen\GlobalMerge.cpp,2,"[439, 624]",1,[445]
lib\CodeGen\HardwareLoops.cpp,2,"[240, 380]",12,"[178, 234, 259, 297, 318, 335, 346, 363, 388, 411, 425, 437]"
lib\CodeGen\LatencyPriorityQueue.cpp,2,"[135, 137]",0,[0]
lib\CodeGen\LiveIntervalUnion.cpp,2,"[67, 142]",0,[0]
lib\CodeGen\LLVMTargetMachine.cpp,2,"[57, 235]",0,[0]
lib\CodeGen\MachineLoopUtils.cpp,2,"[85, 123]",0,[0]
lib\CodeGen\PatchableFunction.cpp,2,"[63, 69]",1,[72]
lib\CodeGen\ProcessImplicitDefs.cpp,2,"[142, 143]",6,"[75, 86, 118, 127, 134, 156]"
lib\CodeGen\SafeStackLayout.cpp,2,"[67, 74]",9,"[65, 70, 72, 76, 83, 88, 97, 102, 152]"
lib\CodeGen\ScalarizeMaskedMemIntrin.cpp,2,"[519, 521]",6,"[142, 279, 404, 529, 612, 723]"
lib\CodeGen\ShrinkWrap.cpp,2,"[284, 533]",15,"[272, 303, 335, 369, 458, 466, 488, 494, 506, 521, 534, 538, 543, 556, 579]"
lib\CodeGen\SpillPlacement.cpp,2,"[201, 371]",0,[0]
lib\CodeGen\AsmPrinter\AsmPrinterDwarf.cpp,2,"[173, 264]",0,[0]
lib\CodeGen\AsmPrinter\DebugLocEntry.h,2,"[57, 130]",0,[0]
lib\CodeGen\AsmPrinter\DebugLocStream.h,2,"[129, 134]",0,[0]
lib\CodeGen\AsmPrinter\DIEHash.cpp,2,"[92, 176]",6,"[45, 55, 66, 82, 110, 120]"
lib\CodeGen\AsmPrinter\DwarfCompileUnit.h,2,"[166, 292]",0,[0]
lib\CodeGen\GlobalISel\GISelKnownBits.cpp,2,"[355, 365]",3,"[315, 321, 366]"
lib\CodeGen\GlobalISel\Localizer.cpp,2,"[122, 200]",7,"[121, 133, 138, 159, 161, 198, 214]"
lib\CodeGen\SelectionDAG\ResourcePriorityQueue.cpp,2,"[52, 619]",0,[0]
lib\DebugInfo\CodeView\DebugChecksumsSubsection.cpp,2,"[84, 113]",0,[0]
lib\DebugInfo\CodeView\DebugInlineeLinesSubsection.cpp,2,"[53, 79]",0,[0]
lib\DebugInfo\CodeView\DebugLinesSubsection.cpp,2,"[94, 115]",0,[0]
lib\DebugInfo\CodeView\GlobalTypeTableBuilder.cpp,2,"[92, 102]",0,[0]
lib\DebugInfo\CodeView\SymbolSerializer.cpp,2,"[27, 42]",0,[0]
lib\DebugInfo\CodeView\TypeTableCollection.cpp,2,"[30, 38]",0,[0]
lib\DebugInfo\DWARF\DWARFDebugAranges.cpp,2,"[104, 109]",0,[0]
lib\DebugInfo\DWARF\DWARFDebugFrame.cpp,2,"[220, 267]",0,[0]
lib\DebugInfo\DWARF\DWARFDebugRnglists.cpp,2,"[25, 193]",0,[0]
lib\DebugInfo\GSYM\FileWriter.cpp,2,"[23, 30]",0,[0]
lib\DebugInfo\GSYM\GsymReader.cpp,2,"[206, 250]",0,[0]
lib\DebugInfo\GSYM\LineTable.cpp,2,"[157, 189]",0,[0]
lib\DebugInfo\PDB\Native\DbiStream.cpp,2,"[226, 230]",0,[0]
lib\DebugInfo\PDB\Native\DbiStreamBuilder.cpp,2,"[90, 441]",0,[0]
lib\DebugInfo\PDB\Native\GSIStreamBuilder.cpp,2,"[258, 272]",0,[0]
lib\DebugInfo\PDB\Native\TpiStreamBuilder.cpp,2,"[104, 156]",0,[0]
lib\DebugInfo\Symbolize\Symbolize.cpp,2,"[353, 419]",0,[0]
lib\Demangle\MicrosoftDemangleNodes.cpp,2,"[513, 549]",0,[0]
lib\ExecutionEngine\GDBRegistrationListener.cpp,2,"[163, 210]",0,[0]
lib\ExecutionEngine\MCJIT\MCJIT.h,2,"[128, 143]",0,[0]
lib\ExecutionEngine\PerfJITEvents\PerfJITEventListener.cpp,2,"[403, 434]",0,[0]
lib\FuzzMutate\RandomIRBuilder.cpp,2,"[54, 66]",0,[0]
lib\IR\OptBisect.cpp,2,"[43, 50]",0,[0]
lib\IR\ValueSymbolTable.cpp,2,"[39, 73]",0,[0]
lib\LTO\LTOBackend.cpp,2,"[525, 528]",0,[0]
lib\LTO\LTOModule.cpp,2,"[464, 609]",0,[0]
lib\LTO\ThinLTOCodeGenerator.cpp,2,"[146, 895]",1,[1057]
lib\MC\MCELFStreamer.cpp,2,"[607, 652]",0,[0]
lib\MC\MCExpr.cpp,2,"[182, 628]",0,[0]
lib\MC\MCSectionCOFF.cpp,2,"[32, 96]",0,[0]
lib\MC\MCSectionELF.cpp,2,"[164, 175]",0,[0]
lib\MC\MCSectionXCOFF.cpp,2,"[62, 66]",0,[0]
lib\MCA\InstrBuilder.cpp,2,"[337, 510]",12,"[185, 329, 359, 374, 407, 440, 452, 476, 542, 543, 580, 581]"
lib\MCA\HardwareUnits\LSUnit.cpp,2,"[72, 165]",6,"[92, 98, 131, 137, 179, 185]"
lib\MCA\Stages\EntryStage.cpp,2,"[32, 43]",0,[0]
lib\Object\ModuleSymbolTable.cpp,2,"[58, 80]",0,[0]
lib\ObjectYAML\MachOEmitter.cpp,2,"[274, 497]",0,[0]
lib\ProfileData\GCOV.cpp,2,"[56, 389]",0,[0]
lib\ProfileData\Coverage\CoverageMappingReader.cpp,2,"[306, 483]",1,[231]
lib\Support\Chrono.cpp,2,"[31, 36]",0,[0]
lib\Support\ConvertUTF.cpp,2,"[427, 505]",0,[0]
lib\Support\DataExtractor.cpp,2,"[176, 196]",0,[0]
lib\Support\DJB.cpp,2,"[30, 45]",0,[0]
lib\Support\DynamicLibrary.cpp,2,"[52, 92]",0,[0]
lib\Support\Host.cpp,2,"[1257, 1262]",0,[0]
lib\Support\NativeFormatting.cpp,2,"[33, 41]",0,[0]
lib\Support\Program.cpp,2,"[35, 56]",0,[0]
lib\Support\Statistic.cpp,2,"[211, 213]",0,[0]
lib\Support\Triple.cpp,2,"[924, 1016]",0,[0]
lib\Support\Unix\Signals.inc,2,"[304, 514]",0,[0]
lib\Support\Windows\DynamicLibrary.inc,2,"[30, 124]",0,[0]
lib\Support\Windows\ThreadLocal.inc,2,"[27, 43]",0,[0]
lib\TableGen\StringMatcher.cpp,2,"[30, 51]",0,[0]
lib\TableGen\TableGenBackend.cpp,2,"[24, 39]",0,[0]
lib\Target\TargetMachine.cpp,2,"[171, 172]",0,[0]
lib\Target\AArch64\AArch64CollectLOH.cpp,2,"[363, 366]",9,"[387, 397, 404, 411, 419, 427, 434, 441, 506]"
lib\Target\AArch64\AArch64CompressJumpTables.cpp,2,"[102, 110]",0,[0]
lib\Target\AArch64\AArch64ConditionOptimizer.cpp,2,"[162, 307]",13,"[175, 178, 182, 210, 279, 291, 329, 388, 389, 391, 393, 394, 396]"
lib\Target\AArch64\AArch64StackOffset.h,2,"[48, 109]",0,[0]
lib\Target\AArch64\AArch64StackTagging.cpp,2,"[450, 571]",6,"[183, 222, 232, 241, 242, 418]"
lib\Target\AArch64\AArch64StackTaggingPreRA.cpp,2,"[184, 197]",1,[186]
lib\Target\AArch64\MCTargetDesc\AArch64ELFObjectWriter.cpp,2,"[114, 118]",0,[0]
lib\Target\AArch64\MCTargetDesc\AArch64MachObjectWriter.cpp,2,"[325, 376]",0,[0]
lib\Target\AMDGPU\AMDGPUHSAMetadataStreamer.cpp,2,"[218, 936]",0,[0]
lib\Target\AMDGPU\AMDGPULibFunc.h,2,"[312, 318]",0,[0]
lib\Target\AMDGPU\AMDGPURegisterInfo.cpp,2,"[78, 80]",0,[0]
lib\Target\AMDGPU\AMDGPURewriteOutArguments.cpp,2,"[403, 409]",5,"[251, 312, 330, 361, 387]"
lib\Target\AMDGPU\AMDGPUSubtarget.cpp,2,"[117, 496]",2,"[816, 863]"
lib\Target\AMDGPU\GCNHazardRecognizer.cpp,2,"[704, 1198]",6,"[201, 896, 941, 1027, 1068, 1128]"
